id,Sentence,Sentiment
340,the agreement was signed with biohit healthcare ltd the ukbased subsidiary of biohit oyj a finnish public company which develops manufactures and markets liquid handling products and diagnostic test systems,positive
341,profit for the period fell to eur 16 mn from eur 75 mn in januaryseptember 2008,neutral
342,nordea bank estonia is part of the largest financial group in the nordic countries,neutral
343,he does not believe however that hkscan or atria will start to use imported meat as finnish consumers prefer domestic products,neutral
344,aapl news is becoming very bullish again httpstkscotmu,positive
345,the company said that the fall in turnover had been planned,negative
346,update 1bhp billitons credit ratings fragile in fy16 agencies warn,negative
347,deliveries will start in the second half of 2007 and the startup of the mill is scheduled for 2008,neutral
348,sbux heading for the 200dma and certain doom if it can not hold there,negative
349,bhp billiton share price brazil to sue samarco for 35bn,negative
350,diageo receives reports from united spirits on financial irregularities involving,negative
351,nihd insiders got this one wrong looking for bottom rsi under 30,negative
352,pharmaceuticals poland this brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in poland,neutral
353,cramo slipped to a pretax loss of eur 67 million from a pretax profit of eur 589 million,neutral
354,cash flow from business operations totalled eur 04 mn compared to a negative eur 155 mn in the first half of 2008,positive
355,it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lngfuelled vessel,positive
356,fb small long 10925 via calls,positive
357,operating loss amounted to eur 09 mn in the first half of 2006 compared to a profit of eur 05 mn in the first half of 2005,negative
358,however the growth margin slowed down due to the financial crisis,neutral
359,the cooperation will double the switch s converter capacity,positive
360,the result before taxes was a loss of 250 million euros,neutral
361,cash flow after investments amounted to eur45m down from eur46m,negative
362,finnish software and hardware developer elektrobit oyj hel ebg1v or eb said today it will temporarily lay off up to 200 people for a maximum of 90 day in finland aiming to achieve cost savings of eur 17 million usd 2m in the second half of 2010,neutral
363,adbe technical alerts expansion breakout gilligans island sell setup volume surge and new 52 httpstcolxx66tknfh,positive
364,the interim report for the first quarter is published on may 8 2009,neutral
365,increased trust of our clients in yit can be seen as apartment sales accelerated,positive
366,fb rejecting highs shortableat 109,negative
367,in addition to verification of an identity and digital signatures new stateapproved mobile id enables to cast votes in elections as well,neutral
368,daily mail parent company in talks with potential partners about joint bid for yahoos internet assets httpstcomk7memtadt yhoo,positive
369,reported operating margin was a negative 59,negative
370,elsewhere the tendency is towards more developed packaging than before,neutral
371,intercontinental hotels denies reports of starwood merger talks,neutral
372,indigo and somoncom serve 377000 subscribers and had a market share of approximately 27 as of may 2007,neutral
373,operating profit decreased to eur 16mn from eur 211 mn in 2008,neutral
374,the combined activities will create value for shareholders and be good for our employees and customers,positive
375,in 2009 fiskars cash flow from operating activities amounted to eur121m up from eur97m in the previous year,positive
376,finnish elevators and escalators maker kone corporation said on tuesday 18 march that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london,positive
377,both operating profit and net sales for the sixmonth period increased respectively from eur13 8 m and eur143 6 m as compared to the corresponding period in 2007,positive
378,in food trade sales amounted to eur320 1 m a decline of 11,negative
379,according to the announcement of the helsinki stock exchange the share of sentera shall be delisted from the nmlist of the helsinki stock exchange accordingly,neutral
380,finnish automation solutions developer cencorp corporation omx helsinki cnc1v issued on thursday 18 september a profit warning for the third quarter of 2008,negative
381,aviva shuts friends life head office in rapid integration move,neutral
382,operating result showed a loss of eur 29 mn while a year before it showed a profit of eur 06 mn,negative
